index_no,model,simulation,scenario,run,step,time,agent_name,labor_demand,labor_productivity,offered_wage,desired_output,desired_output_value,output,labor_to_contract,labor_contracted,unitary_cost,price,deposits_cash,desired_perc_inv,perc_inv,mark_up
12,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcf5e50>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
13,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbc79eb0>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
14,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbcc9c40>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
15,macro_Caiani,macro_Caiani,Scenario1,0,2,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbcf1430>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
16,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcdf6a0>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
17,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbced640>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
18,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbce9b20>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
19,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbcf1d60>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
20,macro_Caiani,macro_Caiani,Scenario1,0,3,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbcdf610>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
21,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcf1700>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
22,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbced190>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
23,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbcdfc70>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
24,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbc7ec40>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
25,macro_Caiani,macro_Caiani,Scenario1,0,4,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbce9eb0>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
26,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcf1be0>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
27,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcdf400>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
28,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbcf5790>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
29,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbc79d30>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
30,macro_Caiani,macro_Caiani,Scenario1,0,5,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbcc97f0>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
31,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbced310>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
32,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbce9880>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
33,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbcc9520>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
34,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbced3d0>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
35,macro_Caiani,macro_Caiani,Scenario1,0,6,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbcf1d00>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
36,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbc898b0>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
37,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcf1a30>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
38,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbce9730>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
39,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbcf1c10>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
40,macro_Caiani,macro_Caiani,Scenario1,0,7,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbce9100>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
41,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcedbb0>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
42,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcdf310>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
43,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbcdfeb0>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
44,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbceda30>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
45,macro_Caiani,macro_Caiani,Scenario1,0,8,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbce9130>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
46,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbce93a0>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
47,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcf5400>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
48,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbced8e0>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
49,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbced250>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
50,macro_Caiani,macro_Caiani,Scenario1,0,9,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbcc9700>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
51,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcf5940>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
52,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbc797f0>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
53,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbc898e0>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
54,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbcf1f40>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
55,macro_Caiani,macro_Caiani,Scenario1,0,10,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbc79100>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
56,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcdff70>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
57,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcf5700>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
58,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbced940>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
59,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbcf1dc0>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
60,macro_Caiani,macro_Caiani,Scenario1,0,11,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbc89760>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
61,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcdf040>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
62,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcedbe0>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
63,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbc7ef10>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
64,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbc851f0>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
65,macro_Caiani,macro_Caiani,Scenario1,0,12,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbcc9fa0>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
66,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcc9580>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
67,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbc892b0>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
68,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbc85460>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
69,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbcf5b80>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
70,macro_Caiani,macro_Caiani,Scenario1,0,13,2020-04-10T16:06,KG_4,48.2634849622062,1.1956550363004967,0.8015141864542957,<agents_accounting.GoodOrService object at 0x7fd0dbc7e880>,40.365727151151674,9.945768179455284,9.32673653326528,9.340334629591839,12.082260648778485,8.664492126253279,10.418874237102823,0.2591906801336883,0.16821987301172997,0.09070715129852769
71,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-04-10T16:06,KG_0,25.92052263135203,0.6448427295813707,0.9480571172995341,<agents_accounting.GoodOrService object at 0x7fd0dbcedf70>,40.196657948178355,10.07023894630219,8.544433155655696,10.987035640076511,9.907064031895331,9.44732871279293,9.952534918967897,0.2582336127423162,0.06670191449705049,-0.03425983797999814
72,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-04-10T16:06,KG_1,30.139123469059907,0.7572795088078781,0.9073319340653248,<agents_accounting.GoodOrService object at 0x7fd0dbcc9f10>,39.79920639409009,10.175665443782016,8.385000441645198,10.55248998576577,11.15097579241858,10.060609637832663,11.326695132949832,0.25718625267830864,0.050492145882067276,0.043560124165756345
73,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-04-10T16:06,KG_2,10.338940863167409,0.25782503881921165,0.9036613334628991,<agents_accounting.GoodOrService object at 0x7fd0dbcf58b0>,40.10060818963798,10.039243836690494,10.580699174263112,11.320835763424933,12.237461677707255,9.734565975797631,10.029480956803285,0.2519753037875059,0.08864586222208534,0.08481523794213512
74,macro_Caiani,macro_Caiani,Scenario1,0,14,2020-04-10T16:06,KG_3,44.1901711931806,1.121564549001378,0.9536684923686914,<agents_accounting.GoodOrService object at 0x7fd0dbc894f0>,39.400470737530696,10.058514478458195,9.114585945703125,10.390510421128717,9.61566590912417,9.35931476993943,10.490998327216973,0.24987419435903555,0.09458203284534912,0.12192650865477152
